"window_sec","pkg","event_cnt","uniq_cpu","uniq_comm","uniq_tgid"
"1777046799","com.tencent.mobileqq","3","2","3","1"
"1777046799","com.tencent.mobileqq:MSF","3","3","3","1"
"1777046800","com.google.android.apps.nexuslauncher","4","3","1","1"
"1777046800","com.ss.android.ugc.aweme","10","4","6","1"
"1777046800","com.tencent.mobileqq","3","2","3","1"
"1777046800","com.tencent.mobileqq:MSF","1","1","1","1"
"1777046801","com.android.systemui","1","1","1","1"
"1777046801","com.google.android.apps.nexuslauncher","4","4","1","1"
"1777046801","com.google.android.apps.scone","1","1","1","1"
"1777046801","com.ss.android.ugc.aweme","7","3","1","1"
"1777046802","com.android.systemui","43","6","7","1"
"1777046802","com.google.android.apps.nexuslauncher","55","8","6","1"
"1777046802","com.google.android.as","4","3","1","1"
"1777046802","com.google.android.connectivitythermalpowermanager","2","1","1","1"
"1777046802","com.google.android.pixelsystemservice","1","1","1","1"
"1777046802","com.ss.android.ugc.aweme","16","6","5","1"
"1777046803","com.android.systemui","124","6","9","1"
"1777046803","com.google.android.apps.nexuslauncher","170","8","8","1"
"1777046803","com.google.android.apps.scone","1","1","1","1"
"1777046803","com.google.android.as","2","2","1","1"
"1777046803","com.google.android.gms","6","4","2","1"
"1777046803","com.google.android.gms.persistent","3","3","3","1"
"1777046803","com.google.android.inputmethod.latin","9","5","1","1"
"1777046803","com.google.android.pixelsystemservice","5","4","2","1"
"1777046803","com.ss.android.ugc.aweme","56","6","13","1"
"1777046803","com.tencent.mm","92","7","15","1"
"1777046803","com.tencent.mm:push","80","6","12","1"
"1777046804","com.android.systemui","35","6","5","1"
"1777046804","com.google.android.apps.nexuslauncher","52","7","6","1"
"1777046804","com.google.android.apps.scone","1","1","1","1"
"1777046804","com.google.android.as","2","2","1","1"
"1777046804","com.google.android.pixelsystemservice","2","2","1","1"
"1777046804","com.ss.android.ugc.aweme","18","4","8","1"
"1777046804","com.tencent.mm","12","3","3","1"
"1777046804","com.tencent.mm:push","3","2","1","1"
"1777046804","com.tencent.mobileqq","1","1","1","1"
"1777046805","com.android.systemui","145","6","4","1"
"1777046805","com.google.android.apps.nexuslauncher","158","6","4","1"
"1777046805","com.google.android.gms","1","1","1","1"
"1777046805","com.google.android.inputmethod.latin","1","1","1","1"
"1777046805","com.google.android.pixelsystemservice","2","2","2","1"
"1777046805","com.ss.android.ugc.aweme","6","2","3","1"
"1777046805","com.tencent.mm","9","4","3","1"
"1777046805","com.tencent.mm:push","1","1","1","1"
"1777046805","com.tencent.mobileqq","1","1","1","1"
"1777046806","com.android.systemui","26","6","7","1"
"1777046806","com.google.android.apps.nexuslauncher","67","8","8","1"
"1777046806","com.google.android.as","11","1","1","1"
"1777046806","com.google.android.gms.persistent","30","3","3","1"
"1777046806","com.google.android.inputmethod.latin","54","7","8","1"
"1777046806","com.google.android.pixelsystemservice","4","3","2","1"
"1777046806","com.ss.android.ugc.aweme","7","3","3","1"
"1777046806","com.tencent.mm","27","4","6","1"
"1777046806","com.tencent.mm:push","14","4","5","1"
"1777046806","com.termux","34","5","4","1"
"1777046807","com.android.systemui","93","6","9","1"
"1777046807","com.google.android.apps.nexuslauncher","104","8","7","1"
"1777046807","com.google.android.apps.scone","1","1","1","1"
"1777046807","com.google.android.as","2","2","1","1"
"1777046807","com.google.android.inputmethod.latin","2","2","1","1"
"1777046807","com.google.android.pixelsystemservice","1","1","1","1"
"1777046807","com.ss.android.ugc.aweme","2","1","2","1"
"1777046807","com.tencent.mm","4","3","2","1"
"1777046807","com.termux","13","3","2","1"
"1777046808","com.android.systemui","88","6","7","1"
"1777046808","com.google.android.apps.nexuslauncher","112","8","5","1"
"1777046808","com.google.android.apps.scone","1","1","1","1"
"1777046808","com.google.android.gms.persistent","29","2","3","1"
"1777046808","com.google.android.inputmethod.latin","35","7","5","1"
"1777046808","com.google.android.pixelsystemservice","1","1","1","1"
"1777046808","com.ss.android.ugc.aweme","5","4","2","1"
"1777046808","com.tencent.mm","2","1","2","1"
"1777046808","com.termux","40","4","3","1"
"1777046809","com.android.systemui","2","1","1","1"
"1777046809","com.google.android.apps.scone","1","1","1","1"
"1777046809","com.google.android.gms.persistent","2","1","1","1"
"1777046809","com.google.android.grilservice","1","1","1","1"
"1777046809","com.google.android.inputmethod.latin","3","3","2","1"
"1777046809","com.ss.android.ugc.aweme","4","2","2","1"
"1777046809","com.tencent.mm","1","1","1","1"
"1777046809","com.tencent.mobileqq","1","1","1","1"
"1777046809","com.tencent.mobileqq:MSF","1","1","1","1"
"1777046809","com.termux","1","1","1","1"
